88C3D6FF-2916-4497-98FE-BA6205077227#appfire#02.1001.#appfire##appfire##appfire#\N#appfire#1#appfire#0#appfire#App Insight#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
89FFB2C9-C3A8-4B57-B8B5-4D35895D1A70#appfire#02.1003.1001.#appfire##appfire#Devone.view.apphealth.AppHealthTabPanel#appfire##appfire#1#appfire#0#appfire#Health Configuration#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
8F3A0BB2-77DE-424A-8234-4AC99F52B9E4#appfire#01.1001.1002.1001.#appfire##appfire#Devone.devone.web.com.view.organization.contactmanagement.ContactTypeMain#appfire##appfire#1#appfire#0#appfire#Contact Type#appfire##appfire#982D1E52-039F-4A48-8958-C58452B50E82#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
93F95216-C1DF-4C37-AFFB-F055167219E0#appfire#01.1001.1004.1002.#appfire##appfire#Devone.devone.web.com.view.shoppingcontext.retail.ItemMain#appfire##appfire#1#appfire#0#appfire#Item#appfire##appfire#416E4575-E849-4D5A-B61B-A362E1998663#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
9DA0DFD8-1A55-401F-98EE-72A99A397D80#appfire#02.1001.1002.#appfire##appfire#Devone.view.appreportui.ReportView#appfire##appfire#1#appfire#0#appfire#Event Summary#appfire##appfire#713F0FED-EACE-4CE3-8027-AC5ECE95B447#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
A07E5DCF-14D1-4898-B4C5-F2C77A6FC099#appfire#01.1002.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Data Visualizer#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
A4609E1B-FB78-43B7-8F76-1E4D71C1AA3E#appfire#01.#appfire##appfire##appfire##appfire#1#appfire#1#appfire#Resources#appfire##appfire#\N#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
AA4D88A5-DEC1-4ED2-8D32-22420004B1FE#appfire#01.1001.1001.1005.#appfire##appfire#Devone.devone.web.com.view.organization.locationmanagement.CityMain#appfire##appfire#1#appfire#0#appfire#City#appfire##appfire#35DBF3C6-33EE-41DE-A901-E3052629BC44#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
B37FF22E-DFC2-49FB-BF5E-A988DBF68E78#appfire#02.1004.#appfire##appfire##appfire#\N#appfire#1#appfire#0#appfire#User Management#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
B4AFAAE1-1C4D-4188-9A37-75823D1F16AF#appfire#01.1001.1002.1003.#appfire##appfire#Devone.devone.web.com.view.organization.contactmanagement.TitleMain#appfire##appfire#1#appfire#0#appfire#Title#appfire##appfire#D613F8E3-E1A9-4B66-9334-A4004113BDB1#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
B76038BC-140F-4423-86BD-39986791DCB7#appfire#01.1001.1003.#appfire##appfire##appfire#\N#appfire#1#appfire#0#appfire#usermanagement#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
C1200C24-4B57-4BF6-BF1B-C2E8339595E8#appfire#01.1001.1004.1004.#appfire##appfire#Devone.devone.web.com.view.shoppingcontext.retail.ItemCatelogue#appfire#{"homeScreen":false}#appfire#1#appfire#0#appfire#ItemCatelogue#appfire##appfire#EB0A6EF0-56FB-404B-B433-68F7E50EE520#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
E119AE27-C101-4E4E-94DC-C4D7366B6924#appfire#02.1005.1001.#appfire##appfire#Devone.view.scheduleconfiguration.ScheduleConfigMainView#appfire##appfire#1#appfire#0#appfire#Schedule Configuration#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
E1E936EC-CBE9-4DC0-A945-46031B0B8387#appfire#02.1001.1008.#appfire##appfire#Devone.view.appreportui.ReportView#appfire##appfire#1#appfire#0#appfire#App Server Memory Usage#appfire##appfire#D1D54E59-85B7-4A5F-A457-9A24B4860735#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
E920287D-F840-4528-94CA-BAC3280D5FE1#appfire#01.1001.1001.1001.#appfire##appfire#Devone.devone.web.com.view.organization.locationmanagement.TimezoneMain#appfire##appfire#1#appfire#0#appfire#Timezone#appfire##appfire#DFFE169C-6E06-47A6-B528-7A711642964B#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
EA2F626F-C6A4-4A07-88A2-9B2B56522FB4#appfire#02.1002.#appfire##appfire##appfire#\N#appfire#1#appfire#0#appfire#Log Setup#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
F802864F-1EDC-4207-A916-3F8306DB312A#appfire#01.1001.1001.#appfire##appfire##appfire#\N#appfire#1#appfire#0#appfire#locationmanagement#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
F85EC8DC-E716-4997-AD27-29A88B1D126D#appfire#01.1001.1004.#appfire##appfire##appfire#\N#appfire#1#appfire#0#appfire#retail#appfire##appfire#null#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
F879B235-57A2-4C8D-90AF-7AD133B8FB42#appfire#02.#appfire##appfire##appfire##appfire#1#appfire#1#appfire#App Setup#appfire##appfire#\N#appfire#1#appfire#1#appfire#\N#appfire#0#appfire#2038-01-01 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#-1#appfire#2017-01-09 00:00:00#appfire#1#appfire#1#appfire#51000
